料理名,料理名[読み],エネルギー[100キロカロリー毎],たんぱく質[100キロカロリー毎],脂質[100キロカロリー毎],炭水化物[100キロカロリー毎],g合計
キャプテン クランチ、クエーカー™,きゃぷてんくらんち、くえーかー™,400.0,3.7,3.7,85.2,27.0
Cheerios、ハニーナッツ、General Mills™,Cheerios、はにーなっつ、GeneralMills™,382.9,8.6,2.9,80.0,35.0
Cheerios、通常の General Mills™,Cheerios、つうじょうのGeneralMills™,395.8,12.5,8.3,75.0,24.0
シナモン トースト クランチ、ゼネラル ミルズ™,しなもんとーすとくらんち、ぜねらるみるず™,439.3,3.6,10.7,78.6,28.0
コーンブラン、Quaker™,こーんぶらん、Quaker™,326.3,7.9,5.3,78.9,38.0
コーンフレーク、ケロッグ™,こーんふれーく、けろっぐ™,396.2,7.7,0.0,88.5,26.0
コーンポップ、ケロッグ™,こーんぽっぷ、けろっぐ™,393.9,3.0,0.0,90.9,33.0
繊維 1、General Mills™,せんい1、GeneralMills™,263.3,10.0,3.3,80.0,30.0
Froot Loops、ケロッグ™,FrootLoops、けろっぐ™,386.7,3.3,3.3,86.7,30.0
つや消しフレーク、ケロッグ™,つやけしふれーく、けろっぐ™,383.8,5.4,0.0,89.2,37.0
フルーツ & ファイバー、デーツ/レーズン/クルミ、Post™,ふるーつ&amp;ふぁいばー、でーつ/れーずん/くるみ、Post™,320.7,10.3,3.4,75.9,29.0
レーズン入りグラノーラ、低脂肪、ケロッグ™,れーずんいりぐらのーら、ていしぼう、けろっぐ™,383.1,8.5,5.1,78.0,59.0
レーズン入りグラノーラ、Rogers™,れーずんいりぐらのーら、Rogers™,415.3,8.5,13.6,69.5,59.0
グレープナッツ、ポスト™,ぐれーぷなっつ、ぽすと™,358.6,10.3,1.7,79.3,58.0
ハーベスト クランチ、レギュラー、Quaker™,はーべすとくらんち、れぎゅらー、Quaker™,463.8,10.6,19.1,66.0,47.0
ハニカム、ポスト™,はにかむ、ぽすと™,400.0,4.3,0.0,91.3,23.0
Just Right、ケロッグ™,JustRight、けろっぐ™,382.2,8.9,2.2,84.4,45.0
ライフ、クエーカー™,らいふ、くえーかー™,375.8,15.2,6.1,69.7,33.0
ラッキー チャーム、ゼネラル ミルズ™,らっきーちゃーむ、ぜねらるみるず™,388.2,5.9,2.9,82.4,34.0
ホワイトフロスティングのミニウィート、ケロッグ™,ほわいとふろすてぃんぐのみにうぃーと、けろっぐ™,345.7,8.6,2.9,82.9,35.0
ミューズリー、プレジデント チョイス™,みゅーずりー、ぷれじでんとちょいす™,360.0,12.5,5.0,70.0,40.0
Nesquik、General Mills™,Nesquik、GeneralMills™,400.0,3.3,3.3,90.0,30.0
オートミール クリスプ アーモンド、General Mills™,おーとみーるくりすぷあーもんど、GeneralMills™,409.4,9.4,9.4,71.9,32.0
オートミールクリスプメープルウォールナット、General Mills™,おーとみーるくりすぷめーぷるうぉーるなっと、GeneralMills™,415.6,9.4,6.3,78.1,32.0
パフ小麦、Quaker™,ぱふこむぎ、Quaker™,346.2,15.4,0.0,69.2,13.0
レーズン ブラン、ケロッグ™,れーずんぶらん、けろっぐ™,316.9,8.5,1.7,79.7,59.0
Reese's Puffs、General Mills™,Reese'sPuffs、GeneralMills™,426.7,6.7,10.0,80.0,30.0
ライスクリスピー、ケロッグ™,らいすくりすぴー、けろっぐ™,379.3,6.9,0.0,82.8,29.0
細断小麦、Post™,ほそだんこむぎ、Post™,364.0,12.0,4.0,84.0,25.0
シュレディ、ポスト™,しゅれでぃ、ぽすと™,363.2,10.5,2.6,84.2,38.0
スペシャルK、ケロッグ™,すぺしゃるK、けろっぐ™,391.7,16.7,0.0,75.0,24.0
シュガークリスプ、ポスト™,しゅがーくりすぷ、ぽすと™,396.2,3.8,3.8,92.3,26.0
Trix、General Mills™,Trix、GeneralMills™,390.0,3.3,3.3,90.0,30.0
ウィータビックス™,うぃーたびっくす™,371.4,11.4,2.9,82.9,35.0
チーズクラッカー、小,ちーずくらっかー、しょう,500.0,13.3,26.7,60.0,15.0
メルバトースト プレーン,めるばとーすとぷれーん,390.0,10.0,0.0,80.0,10.0
ミルククラッカー,みるくくらっかー,454.2,8.3,16.7,70.8,24.0
ラスクトースト,らすくとーすと,410.0,10.0,10.0,70.0,10.0
ライ麦ウエハース、プレーン,らいむぎうえはーす、ぷれーん,335.0,10.0,0.0,80.0,20.0
塩味（カキ、ソーダ、スープ）,しおあじ（かき、そーだ、すーぷ）,425.0,8.3,8.3,75.0,12.0
塩味（カキ、ソーダ、スープ）、無塩トップ,しおあじ（かき、そーだ、すーぷ）、むしおとっぷ,433.3,8.3,8.3,75.0,12.0
スタンダードタイプ（スナックタイプ）（リッツ™）,すたんだーどたいぷ（すなっくたいぷ）（りっつ™）,500.0,8.3,25.0,58.3,12.0
スタンダードタイプ減塩（リッツ®）,すたんだーどたいぷげんしお（りっつ®）,500.0,8.3,25.0,58.3,12.0
小麦せんべい,こむぎせんべい,475.0,10.0,15.0,65.0,20.0
小麦クラッカー、低脂肪,こむぎくらっかー、ていしぼう,438.9,11.1,11.1,66.7,18.0
全粒粉クラッカー,ぜんりゅうこくらっかー,443.8,6.3,18.8,68.8,16.0
ビスケット、プレーンまたはバターミルク、ファストフード,びすけっと、ぷれーんまたはばたーみるく、ふぁすとふーど,364.7,5.9,15.7,49.0,51.0
ビスケット、プレーンまたはバターミルク、ミックス、焼き,びすけっと、ぷれーんまたはばたーみるく、みっくす、やき,323.3,6.7,13.3,46.7,30.0
ビスケット、プレーンまたはバターミルク、自家製,びすけっと、ぷれーんまたはばたーみるく、じかせい,353.3,6.7,16.7,45.0,60.0
ビスケット、プレーン、冷蔵生地、焼き,びすけっと、ぷれーん、れいぞうきじ、やき,344.4,7.4,14.8,48.1,27.0
クロワッサン、バター,くろわっさん、ばたー,405.3,8.8,21.1,45.6,57.0
マフィン、ブルーベリー、ミックスから、準備済み,まふぃん、ぶるーべりー、みっくすから、じゅんびずみ,275.9,5.6,9.3,44.4,54.0
マフィン、ふすま、ミックスから、準備済み,まふぃん、ふすま、みっくすから、じゅんびずみ,289.1,7.3,9.1,49.1,55.0
マフィン、ふすま、自家製,まふぃん、ふすま、じかせい,349.1,7.0,14.0,56.1,57.0
マフィン、ニンジン、コマーシャル,まふぃん、にんじん、こまーしゃる,304.4,6.2,12.4,43.4,113.0
マフィン、チョコチップ、コマーシャル,まふぃん、ちょこちっぷ、こまーしゃる,323.9,7.1,12.4,46.9,113.0
マフィン、フルーツ、コマーシャル,まふぃん、ふるーつ、こまーしゃる,277.0,5.3,6.2,47.8,113.0
マフィン、フルーツ、自家製,まふぃん、ふるーつ、じかせい,284.2,7.0,10.5,40.4,57.0
朝食用バー、Oatmeal to Go™,ちょうしょくようばー、OatmealtoGo™,419.1,6.4,10.6,70.2,47.0
シリアルバー、フルーツ入り (Nutri-Grain™),しりあるばー、ふるーついり(Nutri-Grain™),364.9,5.4,8.1,70.3,37.0
グラノーラバー、ハード、チョコチップ,ぐらのーらばー、はーど、ちょこちっぷ,437.5,8.3,16.7,70.8,24.0
グラノーラバー、ハード、プレーン,ぐらのーらばー、はーど、ぷれーん,472.0,12.0,20.0,64.0,25.0
グラノーラバー、ソフト、チョコレートチップ、グラハム、マシュマロ,ぐらのーらばー、そふと、ちょこれーとちっぷ、ぐらはむ、ましゅまろ,419.2,3.8,11.5,76.9,26.0
グラノーラバー、ソフト、ナッツとレーズン,ぐらのーらばー、そふと、なっつとれーずん,453.6,7.1,21.4,64.3,28.0
グラノーラバー、ソフト、ピーナッツバター、チョコレートコーティング,ぐらのーらばー、そふと、ぴーなっつばたー、ちょこれーとこーてぃんぐ,508.1,10.8,32.4,54.1,37.0
グラノーラバー ソフト プレーン,ぐらのーらばーそふとぷれーん,442.9,7.1,17.9,67.9,28.0
マフィンバー (Hop&Go™、Sweet Mornings™),まふぃんばー(Hop&amp;Go™、SweetMornings™),356.0,4.0,12.0,60.0,50.0
チョコレートチップ、コマーシャル,ちょこれーとちっぷ、こまーしゃる,490.0,5.0,25.0,65.0,20.0
チョコレートチップ、自家製,ちょこれーとちっぷ、じかせい,487.5,6.3,28.1,59.4,32.0
チョコレートチップ、冷蔵生地、焼き,ちょこれーとちっぷ、れいぞうきじ、やき,491.7,4.2,20.8,66.7,24.0
チョコレートでコーティングされたマシュマロ,ちょこれーとでこーてぃんぐされたましゅまろ,430.0,3.3,13.3,70.0,30.0
チョコレートサンド,ちょこれーとさんど,465.0,5.0,20.0,70.0,20.0
自家製ココナッツマカロン,じかせいここなっつまかろん,404.2,4.2,12.5,72.9,48.0
イチジク,いちじく,346.9,3.1,6.3,71.9,32.0
ショウガクッキー,しょうがくっきー,414.3,7.1,7.1,78.6,14.0
グラハム クラッカー、プレーンまたはハニー,ぐらはむくらっかー、ぷれーんまたははにー,421.4,7.1,7.1,78.6,14.0
オートミール、レーズン入り、コマーシャル,おーとみーる、れーずんいり、こまーしゃる,450.0,7.7,19.2,69.2,26.0
オートミール、レーズンなし、自家製,おーとみーる、れーずんなし、じかせい,446.7,6.7,16.7,66.7,30.0
ピーナッツバターサンド,ぴーなっつばたーさんど,478.6,7.1,21.4,64.3,28.0
自家製ピーナッツバター,じかせいぴーなっつばたー,475.0,10.0,25.0,60.0,40.0
ショートブレッド、コマーシャル、プレーン,しょーとぶれっど、こまーしゃる、ぷれーん,500.0,6.3,25.0,62.5,16.0
ショートブレッド、自家製,しょーとぶれっど、じかせい,560.6,6.1,36.4,57.6,33.0
動物せんべい（クズウコン、社交茶）,どうぶつせんべい（くずうこん、しゃこうちゃ）,450.0,10.0,10.0,70.0,10.0
シュガークッキー、コマーシャル,しゅがーくっきー、こまーしゃる,476.7,6.7,20.0,66.7,30.0
自家製シュガークッキー,じかせいしゅがーくっきー,443.8,6.3,12.5,78.1,32.0
バニラウエハース,ばにらうえはーす,475.0,8.3,16.7,75.0,12.0
Angelfood、コマーシャル (直径 25 cm),Angelfood、こまーしゃる(ちょっけい25cm),260.7,7.1,0.0,57.1,28.0
Angelfood、ミックスから (直径 25 cm),Angelfood、みっくすから(ちょっけい25cm),258.0,6.0,0.0,58.0,50.0
自家製バナナブレッド (11cm X 6cm X 1cm),じかせいばななぶれっど(11cmX6cmX1cm),326.7,5.0,10.0,55.0,60.0
ボストンクリームパイ、コマーシャル,ぼすとんくりーむぱい、こまーしゃる,252.2,2.2,8.7,42.4,92.0
ブラウニー、コマーシャル (5 cm X 5 cm),ぶらうにー、こまーしゃる(5cmX5cm),405.9,5.9,17.6,64.7,34.0
ブラウニー、自家製 (5 cm X 5 cm),ぶらうにー、じかせい(5cmX5cm),466.7,5.6,27.8,50.0,36.0
クリームチーズのアイシングを添えた自家製ニンジン (2 層、直径 23 cm),くりーむちーずのあいしんぐをそえたじかせいにんじん(2そう、ちょっけい23cm),407.5,3.8,21.1,52.6,133.0
チーズケーキ コマーシャル (直径15cm),ちーずけーきこまーしゃる(ちょっけい15cm),321.0,6.0,23.0,26.0,100.0
ミックスチーズケーキ 焼かないタイプ（直径20cm）,みっくすちーずけーきやかないたいぷ（ちょっけい20cm）,273.2,5.4,12.8,35.6,149.0
チーズケーキ プレーン 自家製 さくらんぼトッピング（直径20cm）,ちーずけーきぷれーんじかせいさくらんぼとっぴんぐ（ちょっけい20cm）,273.2,6.5,13.7,32.7,168.0
チョコレート、ミックスから、アイシング付き（直径23cm）,ちょこれーと、みっくすから、あいしんぐつき（ちょっけい23cm）,332.1,3.7,11.9,56.0,109.0
チョコレート、フローズン、業務用、チョコレートアイシング付き (1 層、直径 5 cm X 20 cm),ちょこれーと、ふろーずん、ぎょうむよう、ちょこれーとあいしんぐつき(1そう、ちょっけい5cmX20cm),331.8,3.5,11.8,56.5,85.0
チョコレート、自家製、アイシング付き (2 層、直径 23 cm),ちょこれーと、じかせい、あいしんぐつき(2そう、ちょっけい23cm),374.3,3.7,14.7,61.5,109.0
コーヒー ケーキ、パン粉をトッピングしたシナモン、コマーシャル,こーひーけーき、ぱんこをとっぴんぐしたしなもん、こまーしゃる,415.8,7.0,22.8,45.6,57.0
コーヒーケーキ、クラムトッピングのシナモン、ミックスから (20 cm X 15 cm),こーひーけーき、くらむとっぴんぐのしなもん、みっくすから(20cmX15cm),315.6,4.4,8.9,53.3,45.0
フルーツケーキ、コマーシャル,ふるーつけーき、こまーしゃる,323.3,2.3,9.3,60.5,43.0
ミックスのジンジャーブレッド (23 cm X 23 cm),みっくすのじんじゃーぶれっど(23cmX23cm),307.2,4.3,10.1,50.7,69.0
自家製パウンドケーキ（23cm×13cm×7.5cm）,じかせいぱうんどけーき（23cm×13cm×7.5cm）,429.7,5.5,25.3,46.2,91.0
ショートケーキ ビスケットタイプ 自家製（直径4cm×7.5cm）,しょーとけーきびすけっとたいぷじかせい（ちょっけい4cm×7.5cm）,312.0,6.7,10.7,45.3,75.0
スポンジ、市販、個別シェル,すぽんじ、しはん、こべつしぇる,288.0,4.0,4.0,60.0,25.0
スポンジ、自家製 (直径 25 cm),すぽんじ、じかせい(ちょっけい25cm),296.8,7.9,4.8,57.1,63.0
ホワイト、ミックスから、アイシング付き（2層、直径23cm）,ほわいと、みっくすから、あいしんぐつき（2そう、ちょっけい23cm）,333.0,2.8,9.2,60.6,109.0
ホワイト、自家製、アイシング付き（2層、直径23cm）,ほわいと、じかせい、あいしんぐつき（2そう、ちょっけい23cm）,340.4,2.8,8.3,64.2,109.0
ホワイト、フローズン、業務用、アイシング付（1段、直径5cm×20cm）,ほわいと、ふろーずん、ぎょうむよう、あいしんぐづけ（1だん、ちょっけい5cm×20cm）,332.9,2.4,9.4,61.2,85.0
黄色、ミックスから、アイシング付き (2 層、直径 23 cm),きいろ、みっくすから、あいしんぐつき(2そう、ちょっけい23cm),333.0,3.7,10.1,58.7,109.0
りんご コマーシャル 2クラスト (直径23cm),りんごこまーしゃる2くらすと(ちょっけい23cm),236.8,1.6,11.2,34.4,125.0
りんご、自家製、2 皮 (直径 23 cm),りんご、じかせい、2かわ(ちょっけい23cm),265.2,2.6,12.3,37.4,155.0
バナナクリーム ミックスから 焼かないタイプ（直径23cm）,ばななくりーむみっくすからやかないたいぷ（ちょっけい23cm）,251.1,3.3,13.0,31.5,92.0
バタータルト,ばたーたると,459.3,3.7,25.9,53.7,54.0
チェリー、コマーシャル、クラスト 2 枚 (直径 23 cm),ちぇりー、こまーしゃる、くらすと2まい(ちょっけい23cm),260.0,2.4,11.2,40.0,125.0
チョコレートクリーム 業務用 (直径20cm),ちょこれーとくりーむぎょうむよう(ちょっけい20cm),304.4,2.7,19.5,33.6,113.0
ココナッツクリーム 業務用 (直径20cm),ここなっつくりーむぎょうむよう(ちょっけい20cm),298.4,1.6,17.2,37.5,64.0
揚げパイ、フルーツ（13cm×10cm）,あげぱい、ふるーつ（13cm×10cm）,315.6,3.1,16.4,43.0,128.0
レモンメレンゲ コマーシャル (直径20cm),れもんめれんげこまーしゃる(ちょっけい20cm),268.1,1.8,8.8,46.9,113.0
ミンスミートパイ 自家製 2クラスト (直径23cm),みんすみーとぱいじかせい2くらすと(ちょっけい23cm),289.1,2.4,10.9,47.9,165.0
ピーカン、コマーシャル (直径 20 cm),ぴーかん、こまーしゃる(ちょっけい20cm),400.0,4.4,18.6,57.5,113.0
かぼちゃ 業務用 (直径20cm),かぼちゃぎょうむよう(ちょっけい20cm),210.1,3.7,9.2,27.5,109.0
シュガーパイ、自家製、クラスト 1 枚,しゅがーぱい、じかせい、くらすと1まい,462.5,3.4,35.2,35.2,88.0
アップルクリスプ、自家製,あっぷるくりすぷ、じかせい,160.9,1.6,3.1,30.5,128.0
レーズン入りブレッドプディング、自家製,れーずんいりぶれっどぷでぃんぐ、じかせい,152.8,5.7,4.7,22.6,106.0
デニッシュ、シナモン（直径11cm）,でにっしゅ、しなもん（ちょっけい11cm）,403.1,7.7,23.1,44.6,65.0
デニッシュ、フルーツ（直径11cm）,でにっしゅ、ふるーつ（ちょっけい11cm）,370.4,5.6,18.3,47.9,71.0
自家製のナツメヤシ,じかせいのなつめやし,370.5,4.9,13.1,60.7,61.0
